T_amb_z,omega_z,I_z,T_prev_z,T_next_z
1.0632257853087668,-0.46747821687917956,0.03445415766869495,1.1614760334502874,1.1786181805752707
-0.7388717627614533,-0.8657467305450609,1.8919007587593173,-2.905434293220032,-2.884355258784413
-0.03277033799662826,0.40460836466313693,0.09401159868780168,0.7584368134390225,0.7546009918459877
0.46919764870999664,0.10248556759563655,0.5614360584301128,-0.17721554417013285,-0.20163276718354423
-0.4430332065658828,0.1705175727045939,-0.9562692442550061,0.18884593737549926,0.1848122604116457
-0.8883150152258003,0.3580430136914286,-0.776564101630531,-0.2846541319044211,-0.21986591577808645
-0.1507382693368068,-0.9591145801891562,1.0308082385376958,-0.3931651636024479,-0.4031568932319411
1.0492119515431224,0.48872921915545314,0.00854694836779629,1.1016197646437087,1.1498175957622003
-0.8019388473388642,-1.3933238539410961,-0.15027950719514996,-1.5864135319437447,-1.558616581350976
1.1164562665922797,0.7352412352987893,2.228393621160258,1.119119183826341,1.1995290841207387
-0.8828664218624837,1.6322419692343093,-0.9689752117606023,-0.3100286818105672,-0.31387920577058204
1.1155077411277874,0.7450057692000367,1.8790112179297425,1.1502610795617223,1.2367817183559113
-1.900766843331361,-1.4949655961553578,0.8297645583377026,-1.4536369297401295,-1.389592146739424
-0.6495046734711952,0.7663815749471962,0.16348412518158506,-0.21690962937033434,-0.24760720829434926
0.17773382728746387,0.47301560632979156,0.08564715850049627,0.7822062740190577,0.7672502454143385
1.0964290980389002,0.7435813603993915,1.7436925575354563,1.2350631612193257,1.1601451332180461
-0.7704708958218487,0.391514782035481,-0.6806542261082551,-0.3584097342968185,-0.32203923265333606
0.5818928707280362,0.47104565824814515,0.39910148620321745,0.6357944125115459,0.6616319145252494
-1.2059075817328984,-0.8568749059834192,1.0100913334368067,-1.7028837495861395,-1.689160164706598
-0.052194345162690746,-0.6958724305495392,0.031372753265428696,-0.4853421354205224,-0.5295470085259802
-0.5549921957311077,-1.7427872765179537,-0.9662360633470918,-0.44099539553051526,-0.4300702900331798
-1.4071277741534463,0.1856519631772476,1.2932814429264463,-0.414578771096665,-0.3571165906083421
