timestamp,k,state,T,T_pred_next,T_amb,omega,I,event
1770840959.9514747,111,RUN,25.3448,34.6460,30.6826,1421.01,8.7517,
1770840960.0532389,112,RUN,25.3472,34.5488,30.6490,1445.97,9.2138,
1770840960.1541564,113,RUN,25.3495,34.4620,30.6795,1262.67,9.3355,
1770840960.2566676,114,RUN,25.3521,34.2881,30.6831,1295.78,9.9820,
1770840960.357696,115,RUN,25.3547,34.2918,30.5799,1248.49,10.2184,
1770840960.4598377,116,RUN,25.3574,34.3318,30.5008,1366.57,10.3657,
1770840960.562097,117,RUN,25.3602,34.2044,30.5432,1320.89,10.6912,
1770840960.6641626,118,RUN,25.3631,34.1444,30.5966,1339.52,10.7850,
1770840960.7661855,119,RUN,25.3658,34.1404,30.6101,1270.45,10.7260,
1770840960.8684247,120,RUN,25.3688,34.0428,30.6025,1301.12,11.1259,
1770840960.9706213,121,RUN,25.3720,33.8026,30.5495,1291.12,11.7185,
1770840961.0719678,122,RUN,25.3751,33.7622,30.5124,1225.34,11.7994,
1770840961.1746602,123,RUN,25.3785,33.5323,30.5546,1226.26,12.3310,
1770840961.2764614,124,RUN,25.3820,33.4425,30.5974,1293.60,12.5527,
1770840961.377729,125,RUN,25.3852,33.7945,30.7138,1277.19,11.7512,
1770840961.4801958,126,RUN,25.3884,33.7193,30.7940,1240.57,11.7944,
1770840961.5822182,127,RUN,25.3913,33.7889,30.8595,1112.39,11.2937,
1770840961.6829655,128,RUN,25.3942,33.7898,30.7794,1048.86,11.4696,
1770840961.7851057,129,RUN,25.3970,33.9325,30.8056,1070.96,10.9045,
1770840961.8876178,130,RUN,25.3996,34.0720,30.6901,1075.31,10.7158,
1770840961.9892197,131,RUN,25.4024,34.0515,30.7131,1131.47,10.7711,
1770840962.0906322,132,RUN,25.4052,33.9700,30.7511,1149.81,10.9831,
1770840962.1934364,133,RUN,25.4080,33.9735,30.7159,1135.44,11.0618,
1770840962.294172,134,RUN,25.4109,33.8820,30.7569,1103.94,11.2703,
1770840962.3971486,135,RUN,25.4139,33.8003,30.7436,1094.53,11.6021,
1770840962.4988973,136,RUN,25.4166,34.0209,30.6440,990.82,11.0092,
1770840962.6004584,137,RUN,25.4194,34.0375,30.5273,936.56,11.3090,
1770840962.7012796,138,RUN,25.4224,33.8504,30.5130,952.38,11.7447,
1770840962.8044205,139,RUN,25.4255,33.6006,30.5794,946.85,12.2861,
1770840962.9052162,140,RUN,25.4286,33.7234,30.5840,879.86,12.0483,
1770840963.007943,141,RUN,25.4315,33.8290,30.5100,808.81,11.9051,
1770840963.1099398,142,RUN,25.4343,34.0128,30.5502,946.47,11.3523,
1770840963.2109454,143,RUN,25.4371,33.9527,30.5698,863.22,11.5421,
1770840963.31236,144,RUN,25.4400,33.8421,30.5633,716.75,11.9135,
1770840963.4158397,145,RUN,25.4427,34.0367,30.5330,674.04,11.4856,
1770840963.5175424,146,RUN,25.4454,34.0840,30.5003,708.27,11.4099,
1770840963.6193252,147,RUN,25.4483,33.8441,30.5167,737.22,11.9381,
1770840963.7210782,148,RUN,25.4513,33.7583,30.4996,619.08,12.3650,
1770840963.8231137,149,RUN,25.4544,33.6970,30.4830,708.24,12.5184,
1770840963.9254587,150,RUN,25.4579,33.6597,30.4765,736.14,13.2988,
1770840964.0260308,151,RUN,25.4614,33.6933,30.5803,741.70,13.3629,
1770840964.1292183,152,RUN,25.4649,33.7519,30.6341,674.04,13.4961,
1770840964.2310684,153,RUN,25.4683,33.7477,30.6328,699.16,13.1627,
