T_amb,omega,I,T_prev,T_next
30.32925206339928,913.6241025457155,10.482502289661177,37.6822984169559,37.3335949742327
30.255899801129733,1083.9638715079793,9.967533257151565,37.3335949742327,38.30862898587239
30.201060522207,1230.9169537736843,11.129560124847728,38.30862898587239,37.9352565805893
30.142482190765733,1201.4570372306418,11.266182345223932,37.9352565805893,38.428810965814435
30.228917072986015,1122.5084709563828,11.168071206847088,38.428810965814435,38.32723869239258
30.267783951789102,1157.2897569137122,11.017608778355049,38.32723869239258,38.444845223742185
30.2610928035633,1047.2980922441136,10.922339280765183,38.444845223742185,38.1761809971812
30.247773429062853,1065.871683414214,10.700208393237576,38.1761809971812,38.13433714052981
30.271350355190112,1146.8889488398004,10.762380124304963,38.13433714052981,38.44134681839368
30.28893817561007,1151.1413766460298,10.762413881541528,38.44134681839368,38.74062326531488
30.252860273932928,1176.4609175798944,10.723499242176132,38.74062326531488,38.50190225128779
30.357518689379457,1302.3293097779137,10.877837863198732,38.50190225128779,38.36303268179199
30.319365828894718,1213.3363920192403,11.354295044434277,38.36303268179199,38.26383425897783
30.332503290152076,1251.7478642905692,10.6564606496446,38.26383425897783,38.73071903857544
30.378875214229986,1288.1014913477181,10.21228837587881,38.73071903857544,38.54937865644991
30.355298973857487,1309.1988676962396,10.233275095221307,38.54937865644991,38.73927209266016
30.34069041456731,1300.9198062509627,10.132484143938553,38.73927209266016,38.725896736005005
30.348318540172432,1418.6391640904153,9.105820767566033,38.725896736005005,38.701892189717924
30.336476026946947,1432.7601578002111,9.224218363440873,38.701892189717924,38.96186774549528
30.317880297880883,1292.2224152019246,9.355416556926516,38.96186774549528,39.08127795605877
30.404247808589094,1169.5135028086336,9.700947762405791,39.08127795605877,39.542185342807926
30.38782154743295,1164.6075551423257,9.279788358124211,39.542185342807926,39.21973527111496
30.371098738815157,1268.6111227182423,9.512850454919294,39.21973527111496,39.51183997142304
30.457714319085653,1362.8040738364577,9.688485126491123,39.51183997142304,38.83247568474275
30.54491104539404,1397.9235265355217,10.019680397209948,38.83247568474275,38.63966833057253
30.530082497717306,1403.2471918042581,9.740710867889836,38.63966833057253,39.160076337712674
30.579561694447047,1308.9829019550689,10.053651004856901,39.160076337712674,39.469083354489904
30.57002914157179,1402.6826694324545,10.353998600349405,39.469083354489904,39.46388169076557
30.66106144945413,1461.1446447235462,9.725182498088108,39.46388169076557,39.65688973293674
30.657713790809222,1367.384069315961,9.517870561141597,39.65688973293674,38.57025635176192
30.733275212473057,1418.3867741877766,9.2382983897101,38.57025635176192,39.740999544963906
30.682589344151037,1421.0093416178775,8.751674329957648,39.740999544963906,39.50327992115268
30.64903233028121,1445.970099341977,9.213799144400326,39.50327992115268,38.97765881971543
30.67947040389243,1262.666938654129,9.33554583601243,38.97765881971543,39.70164850559353
30.68307208255406,1295.7781614839444,9.982029708672913,39.70164850559353,39.581122354878616
30.579910168713823,1248.489887468656,10.218392237790255,39.581122354878616,39.69180592805287
30.500830448741127,1366.5658113129366,10.365734882870518,39.69180592805287,39.92725346439737
30.543159648033296,1320.890318391193,10.691240358857002,39.92725346439737,39.807598812844795
30.59658322583275,1339.5205600021663,10.78500071593648,39.807598812844795,39.28698530681206
30.610100387796834,1270.4529388230158,10.725989243840338,39.28698530681206,39.740093289671165
30.602474261174216,1301.1244479712955,11.125918942604457,39.740093289671165,39.357744678859014
30.549547457075295,1291.1237255457293,11.718501161668046,39.357744678859014,40.09848897419739
30.512368045634666,1225.3437241625036,11.799423638400523,40.09848897419739,40.38950062785045
30.554587305158933,1226.2578086073563,12.331007874575318,40.38950062785045,39.66652316444331
30.59742700428726,1293.6034139585613,12.552654475104955,39.66652316444331,39.89783859386142
30.713809659304562,1277.1904788492777,11.751245558278349,39.89783859386142,39.895279963626
30.79402237738042,1240.5745243727317,11.794397736015561,39.895279963626,40.079275456577456
30.859499911623445,1112.3937610880178,11.293738850373106,40.079275456577456,40.39623714614837
30.7794360147675,1048.8628578859839,11.469593492779904,40.39623714614837,40.19114514147146
30.80564540690814,1070.964792232268,10.904487139222956,40.19114514147146,40.569546824205794
30.69014023507651,1075.3130790634987,10.715776725767622,40.569546824205794,40.74372065683502
30.71310952366234,1131.4693691612003,10.771073298591094,40.74372065683502,40.806995345090506
30.75111617793113,1149.8062790904057,10.983099180831681,40.806995345090506,40.19408153558628
30.715882514787637,1135.437365983889,11.061809619494465,40.19408153558628,41.0003675848023
30.756908938558507,1103.9380722059234,11.27027652178731,41.0003675848023,41.0827467323777
30.743616998962736,1094.534698819673,11.602084138596938,41.0827467323777,41.16099177151838
30.643963980410028,990.8169125736921,11.00920997961981,41.16099177151838,40.70289791118024
30.52728317441761,936.555757361278,11.308983539510905,40.70289791118024,40.584139784682186
30.51303897109848,952.3789639166262,11.744670538195223,40.584139784682186,40.579556740939566
30.579423277711864,946.847929138535,12.286104894022982,40.579556740939566,40.60678254290341
30.58402961063357,879.8560712323381,12.048344753143487,40.60678254290341,41.0016640187549
30.51000278500532,808.8053629336459,11.905138077913715,41.0016640187549,41.30792130540489
30.55018203597425,946.4669494269247,11.3522654717629,41.30792130540489,41.50271174525987
30.569823409387244,863.2234342943219,11.542144307148181,41.50271174525987,41.025834421135485
30.56326907685286,716.7509682265195,11.913463103775575,41.025834421135485,41.21618362479364
30.533019041212423,674.0389491566351,11.485562139259699,41.21618362479364,41.252086974378436
30.500304877378046,708.2701844122284,11.409864402885136,41.252086974378436,41.15373802911861
30.51673797749217,737.223932726536,11.938129065096403,41.15373802911861,41.6303741994824
30.499598669948952,619.0753073788774,12.365018031725196,41.6303741994824,41.58560249261921
30.483024261344088,708.2427029450675,12.518368876998185,41.58560249261921,41.59522559698222
30.47646738483392,736.1447744687712,13.298773901048705,41.59522559698222,41.73686443962568
30.58031641128661,741.6952652793934,13.362850138375535,41.73686443962568,41.892166288649626
30.63412841915993,674.0423826580056,13.496078287422836,41.892166288649626,41.963443956177265
30.632835276762236,699.1550395746099,13.162730765043074,41.963443956177265,41.59921372713992
30.553356902096787,533.3163646953066,12.715777119847232,41.59921372713992,42.19743387289066
30.53042313784982,509.8610377634056,13.490669584819038,42.19743387289066,42.084458669453014
30.585722806345185,432.8937484560754,13.62975296579942,42.084458669453014,41.95760640385243
30.56536889452767,410.14464141286777,13.703883225565573,41.95760640385243,42.24353469043208
30.59632745037644,383.00396270214657,14.129423838659315,42.24353469043208,42.37294146765402
30.53923053906932,383.51108769112807,15.0,42.37294146765402,42.69059560830828
30.55038452620058,498.1682482196219,15.0,42.69059560830828,42.14775896457874
30.57942338096707,493.62559266820654,14.931836967534318,42.14775896457874,42.95025472291214
30.5404492611308,528.0497013848108,14.591222091860011,42.95025472291214,42.652841315062
30.57372852294647,614.8726617404835,14.737834654754904,42.652841315062,42.58560800037748
30.559416086268687,651.1899080851792,14.614365432536339,42.58560800037748,42.66607882014518
30.606193442541944,504.67742134796936,14.48012248528888,42.66607882014518,42.62284957512308
30.506652842785744,385.07255492979294,15.0,42.62284957512308,42.48932274459737
30.551412091884327,327.5141362670097,14.398998617583642,42.48932274459737,43.310769745088486
30.403185649992245,284.03449563239894,15.0,43.310769745088486,43.797694327993575
30.424929863565428,239.26871274843978,15.0,43.797694327993575,42.813950250852415
30.346881945915705,215.48284373262894,15.0,42.813950250852415,43.109964437635526
30.342576913324653,278.7473334678354,15.0,43.109964437635526,43.71634395759457
30.375993214230053,223.67755088937466,15.0,43.71634395759457,43.568252455221526
30.457440061611255,146.06558931726164,14.644921737714176,43.568252455221526,43.92792496982345
30.524229278427267,130.7580703816568,15.0,43.92792496982345,43.7428483098909
30.50210249283266,247.1617164833137,15.0,43.7428483098909,43.693177642218515
30.515013933998794,372.33915821690607,14.855291809022331,43.693177642218515,43.89542619856336
30.467957829202547,336.45402157463775,15.0,43.89542619856336,43.341569956704056
30.389669875593523,387.45169378672745,14.784491472952903,43.341569956704056,43.80191501997791
30.4470605086302,195.9108693946897,14.469865162911235,43.80191501997791,44.519349778999164
30.362737101068497,129.8125120855735,14.568931523354813,44.519349778999164,44.681485566369254
30.35377576979601,109.5423065697323,14.505257574802789,44.681485566369254,44.83833092694535
30.363945181827006,28.85942321428368,14.78799743116241,44.83833092694535,44.644090561703486
30.39707848034628,59.66245822677176,15.0,44.644090561703486,43.93005988974823
30.411899380386714,222.46832244525717,14.965162331578997,43.93005988974823,44.50600484497186
30.396545219469985,162.18611601666694,14.552257263347862,44.50600484497186,45.18305784450486
30.33432163008993,91.08233095819347,14.523985110687033,45.18305784450486,45.357868619993894
30.351036386514817,95.17369564236641,14.217770999715148,45.357868619993894,45.36429802946894
30.396045614715817,154.32670942644222,14.153911676746342,45.36429802946894,44.97013048106188
30.36339980748258,198.20094309282618,14.229101111740784,44.97013048106188,44.735801534122714
30.290993444511827,192.7625226140738,14.333915436570535,44.735801534122714,45.19518557339087
30.24600870518744,207.94999404106923,13.75198644246742,45.19518557339087,45.29030470507025
30.312818010188046,307.7859928458238,13.650979508746234,45.29030470507025,45.828379256227095
30.33099072708,114.9922355818338,13.1884404446401,45.828379256227095,45.50312164847258
30.316301781072394,29.22159386768506,13.474199037692363,45.50312164847258,45.51193895763971
30.416166607609792,0.0,13.139213676058286,45.51193895763971,45.595731010925526
30.42793902602529,128.88929187996968,12.650263951042325,45.595731010925526,45.7533964886415
30.440390832140636,274.59319994501834,11.989560291770617,45.7533964886415,45.8788973662691
30.376337371798346,240.70467142815127,11.781324926628454,45.8788973662691,45.52404674830035
30.416967436186027,260.03744901381833,11.071340102771602,45.52404674830035,45.47956562081987
30.44273795633107,213.8343380253663,11.581118989548099,45.47956562081987,46.265606614602255
30.411358579509223,162.90511537718743,11.79757163386991,46.265606614602255,45.41298249663702
30.44950490362607,198.75306449208372,11.123332706915988,45.41298249663702,46.44830973182671
30.476406625622484,116.0084203581318,11.217443151551294,46.44830973182671,45.43235590680811
30.405219903852533,151.71419216157688,10.894803589828344,45.43235590680811,45.879722962265596
30.341088171339507,208.81980308016884,10.991461398499045,45.879722962265596,46.394573399732565
30.310389331269864,324.91411100185394,10.815200429871147,46.394573399732565,46.148740809448945
30.31199471496841,346.427186816142,10.567334056219702,46.148740809448945,45.797760690053416
30.335551529638405,303.75099904296405,10.402678727333218,45.797760690053416,46.35624985646677
30.403683661628573,220.5041148419694,9.437566594961421,46.35624985646677,46.2829130949025
30.484230511379167,424.45035105052966,9.275458888781689,46.2829130949025,46.231506436945565
30.387388609348157,399.61163295485414,9.160969708845421,46.231506436945565,46.144442864216785
30.377892417297044,310.54058960110626,9.392794165836012,46.144442864216785,46.358758407551
30.40411778606135,190.98814001556173,9.672472858513967,46.358758407551,46.23097884060044
30.506752035158645,204.74496661052652,9.537542793686564,46.23097884060044,47.16679676298121
30.499651874438268,253.96550796801142,8.845274151483677,47.16679676298121,46.40123903746209
30.507871409587132,222.72839201098662,9.584404156666094,46.40123903746209,46.39441622957
30.499162772896884,356.15940090054823,9.142907877553291,46.39441622957,46.37464553233009
30.528525731237025,381.71142200384656,8.79528897840738,46.37464553233009,47.099906870336966
30.537395536968873,478.7129289503746,8.665772296692738,47.099906870336966,46.10207430062288
30.452797404510385,477.3079028321789,8.304803058775732,46.10207430062288,46.72382490175961
30.43568035757719,470.78088125736923,7.622542172369526,46.72382490175961,46.565039247670356
30.354897440611158,509.34622809941123,7.413454693901654,46.565039247670356,46.231361985488164
30.226660223520128,572.1337510280621,7.52240259601135,46.231361985488164,46.43635830132928
30.190966482318302,466.78733414340275,7.856725754537085,46.43635830132928,46.80219522331856
30.208434013446325,657.3955167581287,8.02480119402706,46.80219522331856,46.47514662638688
30.227819170509427,644.0412823494435,8.351511540907376,46.47514662638688,46.83827101231395
30.259073430571835,744.1792830346591,8.142982373452462,46.83827101231395,47.30733586430285
30.237303056924638,705.8510293617006,8.459303061924057,47.30733586430285,46.86669566459523
30.312221778939474,669.1437899097566,8.289393570806821,46.86669566459523,46.40919290167937
30.327925640132964,649.4828699087245,8.670215032062776,46.40919290167937,46.618510879290454
30.21533677560201,583.3464661553729,8.357248498478198,46.618510879290454,46.81150888027361
30.099318974982705,506.25539060586857,7.9911860521398275,46.81150888027361,46.81542309417263
30.08926374225676,595.2926619386897,7.893161791663546,46.81542309417263,46.99361113770178
30.037723056243205,590.7362986416074,8.312831240240087,46.99361113770178,47.070220070158264
29.98892511543746,517.8903079278915,8.536250823949777,47.070220070158264,47.52411551524602
29.97784830965092,569.6890831846495,8.530792107231658,47.52411551524602,47.032210652203375
30.012931492055397,486.88283406139817,8.525958246916352,47.032210652203375,46.71145503770919
30.00239699133724,389.6115601330677,7.900567067768876,46.71145503770919,47.42426874516551
30.036684443100974,361.5353695556295,7.4916549551099445,47.42426874516551,47.472496693854254
30.031875496254806,451.7768781435737,6.579359816961175,47.472496693854254,47.18221643221982
29.95704356175964,377.9459627919523,7.163831363649307,47.18221643221982,47.05473858283503
29.971172910905604,439.33134202885043,6.707766995998815,47.05473858283503,47.33173976075227
29.915196117142077,475.15643936666726,6.731076728372994,47.33173976075227,47.09862284499342
29.942633058085285,460.1427600923911,6.842334218954845,47.09862284499342,46.56422929003463
29.95053901233054,522.3641512191851,7.165137531732633,46.56422929003463,47.37139590555546
29.869545412610954,342.5826667919167,7.565835690793236,47.37139590555546,47.48670467955179
29.92893166727405,260.93282523084974,6.821901528174984,47.48670467955179,47.67260377654368
29.93388340832441,335.3998833388921,7.540939337148711,47.67260377654368,47.03997524305734
29.95969828692948,305.6625476120365,7.183687088514765,47.03997524305734,47.34347436147242
29.960270851513013,281.721371301216,6.777659926223238,47.34347436147242,47.36930486722686
30.062708634056175,424.53484346698644,7.23207939964541,47.36930486722686,47.341603010402196
30.01666611416572,492.93638941076875,7.487929963444571,47.341603010402196,47.37323923066941
30.038793395375922,592.909610774271,7.742078420589081,47.37323923066941,47.37369244283642
30.07579410719114,643.8621134440477,7.878394983789923,47.37369244283642,47.44830608137466
29.98661355070543,650.5517996368923,7.655918200250273,47.44830608137466,47.63413382900934
29.922621502823432,785.0971291809582,8.347516336604555,47.63413382900934,47.809265615577985
29.990582532838214,805.5142025294282,8.887766384985618,47.809265615577985,47.244214569060695
29.991185191868304,821.7379846812505,8.450377836800824,47.244214569060695,47.443626002000435
30.011034757093245,826.5688589552038,7.929316990067038,47.443626002000435,47.39793794710306
30.008474901502417,820.1904938466591,8.648341456724895,47.39793794710306,47.38518543114112
30.05318556792809,821.1061289739764,8.747856380645327,47.38518543114112,47.096991601871295
30.0553961868333,804.8730101903326,8.314885501690013,47.096991601871295,47.61239730863243
30.04784359295295,745.1851496581315,7.814759286120754,47.61239730863243,47.76761679458712
30.073404683680327,776.4863224527903,7.100076281573523,47.76761679458712,47.598743384689115
30.06727045180557,856.1424333247842,7.523765777132051,47.598743384689115,47.6618748768583
30.118562293949832,859.2554898769009,7.1857476459443905,47.6618748768583,47.81034377831299
30.06437735258193,886.8238822569296,7.337459659690456,47.81034377831299,48.12814005253663
30.128743908162182,974.8222542842963,7.284568197077987,48.12814005253663,47.599378082833034
30.06653361421914,949.2937265234244,7.371460675002197,47.599378082833034,47.394940342184164
30.05642945194967,903.0621978772119,7.472614600990156,47.394940342184164,47.74117862988054
30.03123156487914,852.8169111791821,7.597195734711533,47.74117862988054,48.35599854631482
30.01113193587268,872.3452622974502,7.706477343852382,48.35599854631482,47.46924983670355
29.9541604858181,833.8459723882172,8.281588119818966,47.46924983670355,48.03385055961131
29.896056510181385,664.5136164705748,7.536850058521962,48.03385055961131,48.20716035444466
29.89751200751022,666.9869987131907,7.489805716351913,48.20716035444466,47.17201134826315
29.958221498956643,453.1602440649557,7.6481792661242425,47.17201134826315,48.02556764479599
30.03629340904682,362.9377828736186,7.496256661408284,48.02556764479599,48.10343874329212
29.99864881318539,291.39009918741624,7.365751859399069,48.10343874329212,47.86138964157672
30.070023077369616,438.38103322641786,7.23137616938301,47.86138964157672,47.771509632272675
30.16527608807284,441.2271513851878,7.932852580063442,47.771509632272675,47.813117452334126
30.160611155590164,451.71177746887935,8.079042369120575,47.813117452334126,47.91474181083221
30.31955383955854,519.8146234564624,7.79613655713999,47.91474181083221,47.94434594657011
30.368003733072335,490.8680204897151,7.600236483979506,47.94434594657011,47.910158856353895
30.41343380106694,493.3548675114073,7.711666849784228,47.910158856353895,47.97764011783431
30.414133062160204,520.281517639842,7.881653208758688,47.97764011783431,48.459174715977966
30.317284715524934,573.6073311286048,7.488845440826568,48.459174715977966,47.758754009180976
30.245169758746965,568.9344316199101,7.52243784215235,47.758754009180976,47.61613432346367
30.21049445051835,635.4169802333481,6.985567775603987,47.61613432346367,48.52049885687039
30.190147263079723,588.627049438708,6.966932867468251,48.52049885687039,48.12021445102179
30.204090477312086,507.99561346882444,7.256645938450742,48.12021445102179,48.075889725224535
30.20724059572882,356.63991320387163,6.47320936229193,48.075889725224535,48.17328399777277
30.206624631082356,338.9625277809633,6.4318413168620765,48.17328399777277,48.28592659300348
30.205225508255843,357.00731494177774,6.8109011608013965,48.28592659300348,48.079816330301284
30.149670263209966,263.24958750971416,6.373571617646443,48.079816330301284,48.40181909669029
30.164116096568403,362.8453778014298,6.201035842350639,48.40181909669029,47.97248100230214
30.03903110436042,226.52594879259973,5.867821153232234,47.97248100230214,48.18177956384168
30.011144659985657,193.85485861222162,5.883253602424601,48.18177956384168,47.61777606097139
29.995557343444535,277.8020274556942,5.612846680152053,47.61777606097139,48.64087407206307
29.952441445470757,316.11207053733114,4.998589852181605,48.64087407206307,48.243146868589726
29.971926030736757,324.3163252354325,4.939612856214338,48.243146868589726,48.507618840231444
30.051339836094222,274.539729611855,5.763732124423969,48.507618840231444,48.46024149922873
30.04006826363282,172.37841401423677,5.791699956821899,48.46024149922873,48.49365489755998
29.98625600361688,112.23794618915674,5.9505132768280955,48.49365489755998,48.33991502495424
30.014035108049388,62.46453016881609,6.345475334846656,48.33991502495424,48.47353580355161
30.071910495950444,177.36867069387935,6.557240697696945,48.47353580355161,48.08269052277651
30.14008193155473,26.904796455954738,6.43007807824556,48.08269052277651,48.0324606922192
30.096731668738556,36.44286534614611,6.201498390566865,48.0324606922192,48.36595066879933
30.08842377664107,187.01685576247007,6.133610471998714,48.36595066879933,48.20497019440308
30.10911339250058,168.43530936853125,6.163895787181447,48.20497019440308,48.85179312058939
30.109414226522382,204.30123464638402,6.630018801400318,48.85179312058939,48.55337357067821
30.19178392640255,229.07084119911735,6.865837555814559,48.55337357067821,48.24486053924818
30.134240700943273,222.0407018058677,7.241953341767994,48.24486053924818,48.39963665124816
30.17753913286413,238.96948042947173,7.596510925595175,48.39963665124816,48.543135132331905
30.20207746831382,334.99398109021746,7.71225458837802,48.543135132331905,48.49766494228195
30.18429255253527,361.86128164485933,6.54001683803691,48.49766494228195,48.61049121351723
30.20343683935452,69.98825562767666,5.850631475074742,48.61049121351723,48.55820789415936
30.226025269401568,108.19060260902029,5.38565996301877,48.55820789415936,48.12822515459371
30.19042016730762,217.83388169815083,5.192047910389699,48.12822515459371,47.90874024638063
30.30256618292777,217.68029344404314,5.3552623811422055,47.90874024638063,48.44873492268649
30.3834099028527,228.1624627395167,4.954324788865885,48.44873492268649,48.73353037454928
30.37792353026799,225.31360384430943,4.408428127985259,48.73353037454928,48.46267815773546
30.365131926700947,165.9382363245145,4.778171230860233,48.46267815773546,48.94817121519292
30.36686252041021,143.3145763927089,4.7356984586112025,48.94817121519292,48.56739686415244
30.37801862133052,192.65971236789127,4.33581356714345,48.56739686415244,48.99231459382658
30.325939239699455,281.0340496000937,4.170878818261558,48.99231459382658,48.93511598408205
30.25509713506961,316.5390663507421,4.356226740674633,48.93511598408205,48.910470920507095
30.178561372206776,334.8976035878306,4.6504599776459825,48.910470920507095,48.23746042979786
30.197280694792088,385.4561222887422,4.088752338409683,48.23746042979786,48.60639803540019
30.213832702541897,361.2465415311065,3.895636274919825,48.60639803540019,48.97359117409266
30.25736048301288,479.58850238504493,4.6133842967599685,48.97359117409266,48.69455462485413
30.323100876588178,470.80976785463025,4.754472361970506,48.69455462485413,48.78548537220533
30.36144202017739,480.50400379858723,4.806778037135124,48.78548537220533,48.20795400226889
30.4026296767712,475.76139211651264,4.5150632625856595,48.20795400226889,49.20513191598001
30.381906023479406,526.4742223352121,4.516260579065642,49.20513191598001,48.396714260405936
30.39891652232282,580.0805617113872,4.366323993906597,48.396714260405936,48.0386803659085
30.436728930504312,610.3879699880588,3.8723987591420057,48.0386803659085,48.532492327279954
30.508844170063625,570.3283904875055,3.210360621867932,48.532492327279954,47.90439518040387
30.45659198458431,488.64477763323976,3.2312299493309453,47.90439518040387,48.31461849469398
30.442899459307,461.6982202219923,3.479110735523937,48.31461849469398,49.409757531085965
30.459893227366635,486.9820498735352,3.643042118455414,49.409757531085965,48.52967668637725
30.490699960766747,318.34578253133975,3.4972668175496295,48.52967668637725,48.21680560297565
30.381689457542272,321.2305766751634,3.4954136286598914,48.21680560297565,48.65451247435041
30.433966071281755,416.24132809285305,3.576523647960838,48.65451247435041,48.37874111020735
30.40894801741191,455.0542170965121,3.365356593031113,48.37874111020735,48.908014915907124
30.408878384839742,533.9451224533735,3.1422480546353433,48.908014915907124,48.38143429851542
30.449162316801868,588.1372319487577,2.760331327783015,48.38143429851542,48.72930782292288
30.497857023212738,644.0225395784781,2.8011016827320776,48.72930782292288,48.30319530437045
